Algoritmo,Acertos,Erros,Porcentagem Acerto,Porcentagem Erro,,,,,,,
OVR,26,29,"0,4727272727","0,5272727273",,,,,,,
OVR,20,35,"0,3636363636","0,6363636364",,,,,,,
OVR,27,28,"0,4909090909","0,5090909091",,,,,,,
OVR,33,22,"0,6","0,4",,,,,,,
OVR,29,26,"0,5272727273","0,4727272727",,,,,,,
OVR,25,30,"0,4545454545","0,5454545455",,,,,,,
OVR,24,31,"0,4363636364","0,5636363636",,,,,,,
OVR,24,31,"0,4363636364","0,5636363636",,,,,,,
OVR,31,24,"0,5636363636","0,4363636364",,,,,,,
OVR,31,24,"0,5636363636","0,4363636364",,,,,,,
OVR,37,18,"0,6727272727","0,3272727273",,,,,,,
OVR,30,22,"0,5769230769","0,4230769231",,,,,,,
OVR,29,23,"0,5576923077","0,4423076923",,,,,,,
OVR,30,22,"0,5769230769","0,4230769231",,,,,,,
OVR,25,27,"0,4807692308","0,5192307692",,,,,,,
OVR,20,32,"0,3846153846","0,6153846154",,,,,,,
OVR,29,23,"0,5576923077","0,4423076923",,,,,,,
OVR,24,28,"0,4615384615","0,5384615385",,,,,,,
OVR,22,30,"0,4230769231","0,5769230769",,,,,,,
OVR,26,26,"0,5","0,5",,,,,,,
OVR,23,29,"0,4423076923","0,5576923077",,,,,,,
OVR,33,19,"0,6346153846","0,3653846154",,,,,,,
OVR,23,29,"0,4423076923","0,5576923077",,,,,,,
OVR,31,21,"0,5961538462","0,4038461538",,,,,,,
OVR,26,26,"0,5","0,5",,,,,,,
OVR,27,25,"0,5192307692","0,4807692308",,,,,,,
OVR,27,25,"0,5192307692","0,4807692308",,,,,,,
OVR,24,28,"0,4615384615","0,5384615385",,,,,,,
OVR,25,27,"0,4807692308","0,5192307692",,,,,,,
OVR,23,29,"0,4423076923","0,5576923077",,,,,,,
OVR,27,25,"0,5192307692","0,4807692308",,,,,,,
OVR,35,17,"0,6730769231","0,3269230769",,,,,,,
OVR,11,41,"0,2115384615","0,7884615385",,,,,,,
OVR,26,26,"0,5","0,5",,,,,,,
OVR,28,24,"0,5384615385","0,4615384615",,,,,,,
OVR,21,31,"0,4038461538","0,5961538462",,,,,,,
OVR,32,20,"0,6153846154","0,3846153846",,,,,,,
OVR,30,22,"0,5769230769","0,4230769231",,,,,,,
OVR,25,27,"0,4807692308","0,5192307692",,,,,,,
OVR,25,27,"0,4807692308","0,5192307692",,,,,,,
OVR,22,30,"0,4230769231","0,5769230769",,,,,,,
OVR,25,27,"0,4807692308","0,5192307692",,,,,,,
OVR,29,23,"0,5576923077","0,4423076923",,,,,,,
OVR,23,29,"0,4423076923","0,5576923077",,,,,,,
OVR,28,24,"0,5384615385","0,4615384615",,,,,,,
OVR,26,26,"0,5","0,5",,,,,,,
OVR,24,28,"0,4615384615","0,5384615385",,,,,,,
OVR,27,25,"0,5192307692","0,4807692308",,,,,,,
OVR,29,23,"0,5576923077","0,4423076923",,,,,,,
OVR,28,24,"0,5384615385","0,4615384615",,,,,,,
OVR,21,31,"0,4038461538","0,5961538462",,,,,,,
OVR,27,25,"0,5192307692","0,4807692308",,,,,,,
OVR,30,22,"0,5769230769","0,4230769231",,,,,,,
OVR,33,19,"0,6346153846","0,3653846154",,,,,,,
OVR,24,28,"0,4615384615","0,5384615385",,,,,,,
OVR,18,34,"0,3461538462","0,6538461538",,,,,,,
OVR,29,23,"0,5576923077","0,4423076923",,,,,,,
OVR,18,34,"0,3461538462","0,6538461538",,,,,,,
OVR,26,26,"0,5","0,5",,,,,,,
OVR,29,23,"0,5576923077","0,4423076923",,,,,,,
OVR,29,23,"0,5576923077","0,4423076923",,,,,,,
OVR,22,26,"0,4583333333","0,5416666667",,,,,,,
OVR,25,23,"0,5208333333","0,4791666667",,,,,,,
OVR,20,28,"0,4166666667","0,5833333333",,,,,,,
OVR,25,23,"0,5208333333","0,4791666667",,,,,,,
OVR,25,23,"0,5208333333","0,4791666667",,,,,,,
OVR,29,19,"0,6041666667","0,3958333333",,,,,,,
OVR,20,28,"0,4166666667","0,5833333333",,,,,,,
OVR,33,15,"0,6875","0,3125",,,,,,,
OVR,28,20,"0,5833333333","0,4166666667",,,,,,,
OVR,20,28,"0,4166666667","0,5833333333",,,,,,,
OVR,27,21,"0,5625","0,4375",,,,,,,
OVR,19,29,"0,3958333333","0,6041666667",,,,,,,
OVR,24,24,"0,5","0,5",,,,,,,
OVR,27,21,"0,5625","0,4375",,,,,,,
OVR,24,24,"0,5","0,5",,,,,,,
OVR,31,17,"0,6458333333","0,3541666667",,,,,,,
OVR,23,25,"0,4791666667","0,5208333333",,,,,,,
OVR,25,23,"0,5208333333","0,4791666667",,,,,,,
OVR,27,21,"0,5625","0,4375",,,,,,,
OVR,23,25,"0,4791666667","0,5208333333",,,,,,,
OVR,21,27,"0,4375","0,5625",,,,,,,
OVR,21,27,"0,4375","0,5625",,,,,,,
OVR,27,21,"0,5625","0,4375",,,,,,,
OVR,22,26,"0,4583333333","0,5416666667",,,,,,,
OVR,20,28,"0,4166666667","0,5833333333",,,,,,,
OVR,22,26,"0,4583333333","0,5416666667",,,,,,,
OVR,28,20,"0,5833333333","0,4166666667",,,,,,,
OVR,29,19,"0,6041666667","0,3958333333",,,,,,,
OVR,24,24,"0,5","0,5",,,,,,,
OVR,27,21,"0,5625","0,4375",,,,,,,
OVR,25,23,"0,5208333333","0,4791666667",,,,,,,
OVR,23,25,"0,4791666667","0,5208333333",,,,,,,
OVR,14,34,"0,2916666667","0,7083333333",,,,,,,
OVR,32,16,"0,6666666667","0,3333333333",,,,,,,
OVR,23,25,"0,4791666667","0,5208333333",,,,,,,
OVR,19,29,"0,3958333333","0,6041666667",,,,,,,
OVR,25,23,"0,5208333333","0,4791666667",,,,,,,
OVR,21,27,"0,4375","0,5625",,,,,,,
OVR,18,30,,,,,,,,,
OVR,25,23,"0,5208333333","0,4791666667",,,,,,,
OVR,22,26,"0,4583333333","0,5416666667",,,,,,,
OVR,16,32,"0,3333333333","0,6666666667",,,,,,,
OVR,14,34,"0,2916666667","0,7083333333",,,,,,,
OVR,21,27,"0,4375","0,5625",,,,,,,
OVR,26,22,"0,5416666667","0,4583333333",,,,,,,
OVR,31,17,"0,6458333333","0,3541666667",,,,,,,
OVR,24,24,"0,5","0,5",,,,,,,
OVR,26,22,"0,5416666667","0,4583333333",,,,,,,
OVR,19,29,"0,3958333333","0,6041666667",,,,,,,
OVR,24,20,"0,5454545455","0,4545454545",,,,,,,
OVR,22,22,"0,5","0,5",,,,,,,
OVR,18,26,"0,4090909091","0,5909090909",,,,,,,
OVR,23,21,"0,5227272727","0,4772727273",,,,,,,
OVR,18,26,"0,4090909091","0,5909090909",,,,,,,
OVR,20,24,"0,4545454545","0,5454545455",,,,,,,
OVR,16,28,"0,3636363636","0,6363636364",,,,,,,
OVR,16,28,"0,3636363636","0,6363636364",,,,,,,
OVR,14,30,"0,3181818182","0,6818181818",,,,,,,
OVR,14,30,"0,3181818182","0,6818181818",,,,,,,
OVR,19,25,"0,4318181818","0,5681818182",,,,,,,
OVR,19,25,"0,4318181818","0,5681818182",,,,,,,
OVR,15,29,"0,3409090909","0,6590909091",,,,,,,
OVR,23,21,"0,5227272727","0,4772727273",,,,,,,
OVR,16,28,"0,3636363636","0,6363636364",,,,,,,
OVR,23,21,"0,5227272727","0,4772727273",,,,,,,
OVR,17,27,"0,3863636364","0,6136363636",,,,,,,
OVR,20,24,"0,4545454545","0,5454545455",,,,,,,
OVR,21,23,"0,4772727273","0,5227272727",,,,,,,
OVR,21,23,"0,4772727273","0,5227272727",,,,,,,
OVR,17,27,"0,3863636364","0,6136363636",,,,,,,
OVR,18,26,"0,4090909091","0,5909090909",,,,,,,
OVR,23,21,"0,5227272727","0,4772727273",,,,,,,
OVR,19,25,"0,4318181818","0,5681818182",,,,,,,
OVR,13,31,"0,2954545455","0,7045454545",,,,,,,
OVR,17,27,"0,3863636364","0,6136363636",,,,,,,
OVR,14,30,"0,3181818182","0,6818181818",,,,,,,
OVR,18,26,"0,4090909091","0,5909090909",,,,,,,
OVR,20,24,"0,4545454545","0,5454545455",,,,,,,
OVR,20,24,"0,4545454545","0,5454545455",,,,,,,
OVR,14,30,"0,3181818182","0,6818181818",,,,,,,
OVR,17,27,"0,3863636364","0,6136363636",,,,,,,
OVR,22,22,"0,5","0,5",,,,,,,
OVR,19,25,"0,4318181818","0,5681818182",,,,,,,
OVR,29,15,"0,6590909091","0,3409090909",,,,,,,
OVR,25,19,"0,5681818182","0,4318181818",,,,,,,
OVR,26,18,"0,5909090909","0,4090909091",,,,,,,
OVR,18,26,"0,4090909091","0,5909090909",,,,,,,
OVR,23,21,"0,5227272727","0,4772727273",,,,,,,
OVR,17,27,"0,3863636364","0,6136363636",,,,,,,
OVR,20,24,"0,4545454545","0,5454545455",,,,,,,
OVR,23,21,"0,5227272727","0,4772727273",,,,,,,
OVR,26,18,"0,5909090909","0,4090909091",,,,,,,
OVR,22,22,"0,5","0,5",,,,,,,
OVR,26,18,"0,5909090909","0,4090909091",,,,,,,
OVR,17,27,"0,3863636364","0,6136363636",,,,,,,
OVR,20,24,"0,4545454545","0,5454545455",,,,,,,
OVR,24,20,"0,5454545455","0,4545454545",,,,,,,
OVR,16,28,"0,3636363636","0,6363636364",,,,,,,
OVR,26,18,"0,5909090909","0,4090909091",,,,,,,
OVR,19,20,"0,4871794872","0,5128205128",,,,,,,
OVR,18,21,"0,4615384615","0,5384615385",,,,,,,
OVR,23,16,"0,5897435897","0,4102564103",,,,,,,
OVR,22,17,"0,5641025641","0,4358974359",,,,,,,
OVR,25,14,"0,641025641","0,358974359",,,,,,,
OVR,19,20,"0,4871794872","0,5128205128",,,,,,,
OVR,22,17,"0,5641025641","0,4358974359",,,,,,,
OVR,22,17,"0,5641025641","0,4358974359",,,,,,,
OVR,18,21,"0,4615384615","0,5384615385",,,,,,,
OVR,23,16,"0,5897435897","0,4102564103",,,,,,,
OVR,27,12,"0,6923076923","0,3076923077",,,,,,,
OVR,24,15,"0,6153846154","0,3846153846",,,,,,,
OVR,21,18,"0,5384615385","0,4615384615",,,,,,,
OVR,21,18,"0,5384615385","0,4615384615",,,,,,,
OVR,19,20,"0,4871794872","0,5128205128",,,,,,,
OVR,22,17,"0,5641025641","0,4358974359",,,,,,,
OVR,17,22,"0,4358974359","0,5641025641",,,,,,,
OVR,15,24,"0,3846153846","0,6153846154",,,,,,,
OVR,20,19,"0,5128205128","0,4871794872",,,,,,,
OVR,19,20,"0,4871794872","0,5128205128",,,,,,,
OVR,16,23,"0,4102564103","0,5897435897",,,,,,,
OVR,26,13,"0,6666666667","0,3333333333",,,,,,,
OVR,17,22,"0,4358974359","0,5641025641",,,,,,,
OVR,22,17,"0,5641025641","0,4358974359",,,,,,,
OVR,20,19,"0,5128205128","0,4871794872",,,,,,,
OVR,21,18,"0,5384615385","0,4615384615",,,,,,,
OVR,14,25,"0,358974359","0,641025641",,,,,,,
OVR,21,18,"0,5384615385","0,4615384615",,,,,,,
OVR,17,22,"0,4358974359","0,5641025641",,,,,,,
OVR,19,20,"0,4871794872","0,5128205128",,,,,,,
OVR,19,20,"0,4871794872","0,5128205128",,,,,,,
OVR,20,19,"0,5128205128","0,4871794872",,,,,,,
OVR,24,15,"0,6153846154","0,3846153846",,,,,,,
OVR,16,23,"0,4102564103","0,5897435897",,,,,,,
OVR,15,24,"0,3846153846","0,6153846154",,,,,,,
OVR,19,20,"0,4871794872","0,5128205128",,,,,,,
OVR,19,20,"0,4871794872","0,5128205128",,,,,,,
OVR,18,21,"0,4615384615","0,5384615385",,,,,,,
OVR,16,23,"0,4102564103","0,5897435897",,,,,,,
OVR,20,19,"0,5128205128","0,4871794872",,,,,,,
OVR,16,23,"0,4102564103","0,5897435897",,,,,,,
OVR,18,21,"0,4615384615","0,5384615385",,,,,,,
OVR,25,14,"0,641025641","0,358974359",,,,,,,
OVR,21,18,"0,5384615385","0,4615384615",,,,,,,
OVR,17,22,"0,4358974359","0,5641025641",,,,,,,
OVR,15,24,"0,3846153846","0,6153846154",,,,,,,
OVR,15,24,"0,3846153846","0,6153846154",,,,,,,
OVR,23,16,"0,5897435897","0,4102564103",,,,,,,
OVR,16,23,"0,4102564103","0,5897435897",,,,,,,
OVR,16,23,"0,4102564103","0,5897435897",,,,,,,
DTN,43,20,"0,6825396825","0,3174603175",,,,,,,
DTN,41,22,"0,6507936508","0,3492063492",,,,,,,
DTN,36,27,"0,5714285714","0,4285714286",,,,,,,
DTN,38,25,"0,6031746032","0,3968253968",,,,,,,
DTN,40,23,"0,6349206349","0,3650793651",,,,,,,
DTN,35,28,"0,5555555556","0,4444444444",,,,,,,
DTN,36,27,"0,5714285714","0,4285714286",,,,,,,
DTN,38,25,"0,6031746032","0,3968253968",,,,,,,
DTN,37,26,"0,5873015873","0,4126984127",,,,,,,
DTN,33,30,"0,5238095238","0,4761904762",,,,,,,
DTN,36,27,"0,5714285714","0,4285714286",,,,,,,
DTN,32,31,"0,5079365079","0,4920634921",,,,,,,
DTN,35,28,"0,5555555556","0,4444444444",,,,,,,
DTN,35,28,"0,5555555556","0,4444444444",,,,,,,
DTN,39,24,"0,619047619","0,380952381",,,,,,,
DTN,34,29,"0,5396825397","0,4603174603",,,,,,,
DTN,38,25,"0,6031746032","0,3968253968",,,,,,,
DTN,38,25,"0,6031746032","0,3968253968",,,,,,,
DTN,36,27,"0,5714285714","0,4285714286",,,,,,,
DTN,37,26,"0,5873015873","0,4126984127",,,,,,,
DTN,35,28,"0,5555555556","0,4444444444",,,,,,,
DTN,39,24,"0,619047619","0,380952381",,,,,,,
DTN,41,22,"0,6507936508","0,3492063492",,,,,,,
DTN,45,18,"0,7142857143","0,2857142857",,,,,,,
DTN,42,21,"0,6666666667","0,3333333333",,,,,,,
DTN,40,23,"0,6349206349","0,3650793651",,,,,,,
DTN,41,22,"0,6507936508","0,3492063492",,,,,,,
DTN,40,23,"0,6349206349","0,3650793651",,,,,,,
DTN,36,27,"0,5714285714","0,4285714286",,,,,,,
DTN,32,31,"0,5079365079","0,4920634921",,,,,,,
DTN,40,23,"0,6349206349","0,3650793651",,,,,,,
DTN,42,21,"0,6666666667","0,3333333333",,,,,,,
DTN,39,24,"0,619047619","0,380952381",,,,,,,
DTN,36,27,"0,5714285714","0,4285714286",,,,,,,
DTN,33,30,"0,5238095238","0,4761904762",,,,,,,
DTN,38,25,"0,6031746032","0,3968253968",,,,,,,
DTN,34,29,"0,5396825397","0,4603174603",,,,,,,
DTN,40,23,"0,6349206349","0,3650793651",,,,,,,
DTN,40,23,"0,6349206349","0,3650793651",,,,,,,
DTN,38,25,"0,6031746032","0,3968253968",,,,,,,
DTN,41,22,"0,6507936508","0,3492063492",,,,,,,
DTN,33,30,"0,5238095238","0,4761904762",,,,,,,
DTN,43,20,"0,6825396825","0,3174603175",,,,,,,
DTN,39,24,"0,619047619","0,380952381",,,,,,,
DTN,42,21,"0,6666666667","0,3333333333",,,,,,,
DTN,40,23,"0,6349206349","0,3650793651",,,,,,,
DTN,44,19,"0,6984126984","0,3015873016",,,,,,,
DTN,36,27,"0,5714285714","0,4285714286",,,,,,,
DTN,35,28,"0,5555555556","0,4444444444",,,,,,,
DTN,40,23,"0,6349206349","0,3650793651",,,,,,,
DTN,35,28,"0,5555555556","0,4444444444",,,,,,,
DTN,38,25,"0,6031746032","0,3968253968",,,,,,,
DTN,36,27,"0,5714285714","0,4285714286",,,,,,,
DTN,41,22,"0,6507936508","0,3492063492",,,,,,,
DTN,45,18,"0,7142857143","0,2857142857",,,,,,,
DTN,36,27,"0,5714285714","0,4285714286",,,,,,,
DTN,36,27,"0,5714285714","0,4285714286",,,,,,,
DTN,36,27,"0,5714285714","0,4285714286",,,,,,,
DTN,41,22,"0,6507936508","0,3492063492",,,,,,,
DTN,36,27,"0,5714285714","0,4285714286",,,,,,,
DTN,42,21,"0,6666666667","0,3333333333",,,,,,,
DTN,43,20,"0,6825396825","0,3174603175",,,,,,,
DTN,43,20,"0,6825396825","0,3174603175",,,,,,,
DTN,42,21,"0,6666666667","0,3333333333",,,,,,,
DTN,35,28,"0,5555555556","0,4444444444",,,,,,,
DTN,33,30,"0,5238095238","0,4761904762",,,,,,,
DTN,45,18,"0,7142857143","0,2857142857",,,,,,,
DTN,36,27,"0,5714285714","0,4285714286",,,,,,,
DTN,32,31,"0,5079365079","0,4920634921",,,,,,,
DTN,38,25,"0,6031746032","0,3968253968",,,,,,,
DTN,42,21,"0,6666666667","0,3333333333",,,,,,,
DTN,34,29,"0,5396825397","0,4603174603",,,,,,,
DTN,39,24,"0,619047619","0,380952381",,,,,,,
DTN,35,28,"0,5555555556","0,4444444444",,,,,,,
DTN,39,24,"0,619047619","0,380952381",,,,,,,
DTN,40,23,"0,6349206349","0,3650793651",,,,,,,
DTN,44,19,"0,6984126984","0,3015873016",,,,,,,
DTN,35,28,"0,5555555556","0,4444444444",,,,,,,
DTN,38,25,"0,6031746032","0,3968253968",,,,,,,
DTN,36,27,"0,5714285714","0,4285714286",,,,,,,
DTN,33,30,"0,5238095238","0,4761904762",,,,,,,
DTN,37,26,"0,5873015873","0,4126984127",,,,,,,
DTN,36,27,"0,5714285714","0,4285714286",,,,,,,
DTN,34,29,"0,5396825397","0,4603174603",,,,,,,
DTN,34,29,"0,5396825397","0,4603174603",,,,,,,
DTN,33,30,"0,5238095238","0,4761904762",,,,,,,
DTN,33,30,"0,5238095238","0,4761904762",,,,,,,
DTN,30,33,"0,4761904762","0,5238095238",,,,,,,
DTN,34,29,"0,5396825397","0,4603174603",,,,,,,
DTN,33,30,"0,5238095238","0,4761904762",,,,,,,
DTN,34,29,"0,5396825397","0,4603174603",,,,,,,
DTN,40,23,"0,6349206349","0,3650793651",,,,,,,
DTN,38,25,"0,6031746032","0,3968253968",,,,,,,
DTN,39,24,"0,619047619","0,380952381",,,,,,,
DTN,44,19,"0,6984126984","0,3015873016",,,,,,,
DTN,35,28,"0,5555555556","0,4444444444",,,,,,,
DTN,35,28,"0,5555555556","0,4444444444",,,,,,,
DTN,34,29,"0,5396825397","0,4603174603",,,,,,,
DTN,43,20,"0,6825396825","0,3174603175",,,,,,,
DTN,30,33,"0,4761904762","0,5238095238",,,,,,,
DTN,38,24,"0,6129032258","0,3870967742",,,,,,,
DTN,39,23,"0,6290322581","0,3709677419",,,,,,,
DTN,35,27,"0,564516129","0,435483871",,,,,,,
DTN,41,21,"0,6612903226","0,3387096774",,,,,,,
DTN,45,17,"0,7258064516","0,2741935484",,,,,,,
DTN,42,20,"0,6774193548","0,3225806452",,,,,,,
DTN,36,26,"0,5806451613","0,4193548387",,,,,,,
DTN,38,24,"0,6129032258","0,3870967742",,,,,,,
DTN,35,27,"0,564516129","0,435483871",,,,,,,
DTN,35,27,"0,564516129","0,435483871",,,,,,,
DTN,40,22,"0,6451612903","0,3548387097",,,,,,,
DTN,33,29,"0,5322580645","0,4677419355",,,,,,,
DTN,29,33,"0,4677419355","0,5322580645",,,,,,,
DTN,43,19,"0,6935483871","0,3064516129",,,,,,,
DTN,42,20,"0,6774193548","0,3225806452",,,,,,,
DTN,43,19,"0,6935483871","0,3064516129",,,,,,,
DTN,46,16,"0,7419354839","0,2580645161",,,,,,,
DTN,43,19,"0,6935483871","0,3064516129",,,,,,,
DTN,37,25,"0,5967741935","0,4032258065",,,,,,,
DTN,39,23,"0,6290322581","0,3709677419",,,,,,,
DTN,39,23,"0,6290322581","0,3709677419",,,,,,,
DTN,36,26,"0,5806451613","0,4193548387",,,,,,,
DTN,38,24,"0,6129032258","0,3870967742",,,,,,,
DTN,41,21,"0,6612903226","0,3387096774",,,,,,,
DTN,36,26,"0,5806451613","0,4193548387",,,,,,,
DTN,36,26,"0,5806451613","0,4193548387",,,,,,,
DTN,38,24,"0,6129032258","0,3870967742",,,,,,,
DTN,33,29,"0,5322580645","0,4677419355",,,,,,,
DTN,33,29,"0,5322580645","0,4677419355",,,,,,,
DTN,39,23,"0,6290322581","0,3709677419",,,,,,,
DTN,34,28,"0,5483870968","0,4516129032",,,,,,,
DTN,39,23,"0,6290322581","0,3709677419",,,,,,,
DTN,41,21,"0,6612903226","0,3387096774",,,,,,,
DTN,45,17,"0,7258064516","0,2741935484",,,,,,,
DTN,35,27,"0,564516129","0,435483871",,,,,,,
DTN,42,20,"0,6774193548","0,3225806452",,,,,,,
DTN,40,22,"0,6451612903","0,3548387097",,,,,,,
DTN,39,23,"0,6290322581","0,3709677419",,,,,,,
DTN,39,23,"0,6290322581","0,3709677419",,,,,,,
DTN,37,25,"0,5967741935","0,4032258065",,,,,,,
DTN,36,26,"0,5806451613","0,4193548387",,,,,,,
DTN,33,29,"0,5322580645","0,4677419355",,,,,,,
DTN,39,23,"0,6290322581","0,3709677419",,,,,,,
DTN,34,28,"0,5483870968","0,4516129032",,,,,,,
DTN,37,25,"0,5967741935","0,4032258065",,,,,,,
DTN,36,26,"0,5806451613","0,4193548387",,,,,,,
DTN,30,32,"0,4838709677","0,5161290323",,,,,,,
DTN,36,26,"0,5806451613","0,4193548387",,,,,,,
DTN,36,26,"0,5806451613","0,4193548387",,,,,,,
DTN,31,31,"0,5","0,5",,,,,,,
DTN,43,17,"0,7166666667","0,2833333333",,,,,,,
DTN,38,22,"0,6333333333","0,3666666667",,,,,,,
DTN,39,21,"0,65","0,35",,,,,,,
DTN,36,24,"0,6","0,4",,,,,,,
DTN,41,19,"0,6833333333","0,3166666667",,,,,,,
DTN,32,28,"0,5333333333","0,4666666667",,,,,,,
DTN,34,26,"0,5666666667","0,4333333333",,,,,,,
DTN,37,23,"0,6166666667","0,3833333333",,,,,,,
DTN,35,25,"0,5833333333","0,4166666667",,,,,,,
DTN,39,21,"0,65","0,35",,,,,,,
DTN,35,25,"0,5833333333","0,4166666667",,,,,,,
DTN,31,29,"0,5166666667","0,4833333333",,,,,,,
DTN,35,25,"0,5833333333","0,4166666667",,,,,,,
DTN,39,21,"0,65","0,35",,,,,,,
DTN,34,26,"0,5666666667","0,4333333333",,,,,,,
DTN,39,21,"0,65","0,35",,,,,,,
DTN,41,19,"0,6833333333","0,3166666667",,,,,,,
DTN,41,19,"0,6833333333","0,3166666667",,,,,,,
DTN,33,27,"0,55","0,45",,,,,,,
DTN,29,31,"0,4833333333","0,5166666667",,,,,,,
DTN,31,29,"0,5166666667","0,4833333333",,,,,,,
DTN,38,22,"0,6333333333","0,3666666667",,,,,,,
DTN,37,23,"0,6166666667","0,3833333333",,,,,,,
DTN,34,26,"0,5666666667","0,4333333333",,,,,,,
DTN,35,25,"0,5833333333","0,4166666667",,,,,,,
DTN,37,23,"0,6166666667","0,3833333333",,,,,,,
DTN,36,24,"0,6","0,4",,,,,,,
DTN,32,28,"0,5333333333","0,4666666667",,,,,,,
DTN,33,27,"0,55","0,45",,,,,,,
DTN,26,34,"0,4333333333","0,5666666667",,,,,,,
DTN,39,21,"0,65","0,35",,,,,,,
DTN,35,25,"0,5833333333","0,4166666667",,,,,,,
DTN,37,23,"0,6166666667","0,3833333333",,,,,,,
DTN,39,21,"0,65","0,35",,,,,,,
DTN,33,27,"0,55","0,45",,,,,,,
DTN,37,23,"0,6166666667","0,3833333333",,,,,,,
DTN,28,32,"0,4666666667","0,5333333333",,,,,,,
DTN,42,18,"0,7","0,3",,,,,,,
DTN,40,20,"0,6666666667","0,3333333333",,,,,,,
DTN,38,22,"0,6333333333","0,3666666667",,,,,,,
DTN,29,31,"0,4833333333","0,5166666667",,,,,,,
