Algoritmo,Acertos,Erros,Porcentagem Acerto,Porcentagem Erro,,,,,,,
DTN,31,29,"0,5166666667","0,4833333333",,,,,,,
DTN,38,22,"0,6333333333","0,3666666667",,,,,,,
DTN,32,28,"0,5333333333","0,4666666667",,,,,,,
DTN,33,27,"0,55","0,45",,,,,,,
DTN,33,27,"0,55","0,45",,,,,,,
DTN,43,17,"0,7166666667","0,2833333333",,,,,,,
DTN,40,20,"0,6666666667","0,3333333333",,,,,,,
DTN,30,30,"0,5","0,5",,,,,,,
DTN,40,20,"0,6666666667","0,3333333333",,,,,,,
DTN,38,20,"0,6551724138","0,3448275862",,,,,,,
DTN,34,24,"0,5862068966","0,4137931034",,,,,,,
DTN,44,14,"0,7586206897","0,2413793103",,,,,,,
DTN,29,29,"0,5","0,5",,,,,,,
DTN,26,32,"0,4482758621","0,5517241379",,,,,,,
DTN,37,21,"0,6379310345","0,3620689655",,,,,,,
DTN,32,26,"0,5517241379","0,4482758621",,,,,,,
DTN,30,28,"0,5172413793","0,4827586207",,,,,,,
DTN,35,23,"0,6034482759","0,3965517241",,,,,,,
DTN,45,13,"0,775862069","0,224137931",,,,,,,
DTN,35,23,"0,6034482759","0,3965517241",,,,,,,
DTN,38,20,"0,6551724138","0,3448275862",,,,,,,
DTN,37,21,"0,6379310345","0,3620689655",,,,,,,
DTN,32,26,"0,5517241379","0,4482758621",,,,,,,
DTN,35,23,"0,6034482759","0,3965517241",,,,,,,
DTN,32,26,"0,5517241379","0,4482758621",,,,,,,
DTN,36,22,"0,6206896552","0,3793103448",,,,,,,
DTN,37,21,"0,6379310345","0,3620689655",,,,,,,
DTN,30,28,"0,5172413793","0,4827586207",,,,,,,
DTN,35,23,"0,6034482759","0,3965517241",,,,,,,
DTN,39,19,"0,6724137931","0,3275862069",,,,,,,
DTN,32,26,"0,5517241379","0,4482758621",,,,,,,
DTN,37,21,"0,6379310345","0,3620689655",,,,,,,
DTN,32,26,"0,5517241379","0,4482758621",,,,,,,
DTN,38,20,"0,6551724138","0,3448275862",,,,,,,
DTN,28,30,"0,4827586207","0,5172413793",,,,,,,
DTN,31,27,"0,5344827586","0,4655172414",,,,,,,
DTN,34,24,"0,5862068966","0,4137931034",,,,,,,
DTN,37,21,"0,6379310345","0,3620689655",,,,,,,
DTN,34,24,"0,5862068966","0,4137931034",,,,,,,
DTN,27,31,"0,4655172414","0,5344827586",,,,,,,
DTN,40,18,"0,6896551724","0,3103448276",,,,,,,
DTN,37,21,"0,6379310345","0,3620689655",,,,,,,
DTN,34,24,"0,5862068966","0,4137931034",,,,,,,
DTN,37,21,"0,6379310345","0,3620689655",,,,,,,
DTN,44,14,"0,7586206897","0,2413793103",,,,,,,
DTN,29,29,"0,5","0,5",,,,,,,
DTN,40,18,"0,6896551724","0,3103448276",,,,,,,
DTN,40,18,"0,6896551724","0,3103448276",,,,,,,
DTN,32,26,"0,5517241379","0,4482758621",,,,,,,
DTN,36,22,"0,6206896552","0,3793103448",,,,,,,
DTN,32,26,"0,5517241379","0,4482758621",,,,,,,
DTN,34,24,"0,5862068966","0,4137931034",,,,,,,
DTN,37,21,"0,6379310345","0,3620689655",,,,,,,
DTN,35,23,"0,6034482759","0,3965517241",,,,,,,
DTN,33,25,"0,5689655172","0,4310344828",,,,,,,
DTN,36,22,"0,6206896552","0,3793103448",,,,,,,
DTN,30,28,"0,5172413793","0,4827586207",,,,,,,
DTN,34,24,"0,5862068966","0,4137931034",,,,,,,
DTN,36,22,"0,6206896552","0,3793103448",,,,,,,
DTN,28,27,"0,5090909091","0,4909090909",,,,,,,
DTN,36,19,"0,6545454545","0,3454545455",,,,,,,
DTN,32,23,"0,5818181818","0,4181818182",,,,,,,
DTN,30,25,"0,5454545455","0,4545454545",,,,,,,
DTN,32,23,"0,5818181818","0,4181818182",,,,,,,
DTN,35,20,"0,6363636364","0,3636363636",,,,,,,
DTN,31,24,"0,5636363636","0,4363636364",,,,,,,
DTN,34,21,"0,6181818182","0,3818181818",,,,,,,
DTN,32,23,"0,5818181818","0,4181818182",,,,,,,
DTN,33,22,"0,6","0,4",,,,,,,
DTN,34,21,"0,6181818182","0,3818181818",,,,,,,
DTN,33,22,"0,6","0,4",,,,,,,
DTN,37,18,"0,6727272727","0,3272727273",,,,,,,
DTN,32,23,"0,5818181818","0,4181818182",,,,,,,
DTN,36,19,"0,6545454545","0,3454545455",,,,,,,
DTN,36,19,"0,6545454545","0,3454545455",,,,,,,
DTN,34,21,"0,6181818182","0,3818181818",,,,,,,
DTN,39,16,"0,7090909091","0,2909090909",,,,,,,
DTN,29,26,"0,5272727273","0,4727272727",,,,,,,
DTN,28,27,"0,5090909091","0,4909090909",,,,,,,
DTN,33,22,"0,6","0,4",,,,,,,
DTN,36,19,"0,6545454545","0,3454545455",,,,,,,
DTN,30,25,"0,5454545455","0,4545454545",,,,,,,
DTN,33,22,"0,6","0,4",,,,,,,
DTN,37,18,"0,6727272727","0,3272727273",,,,,,,
DTN,36,19,"0,6545454545","0,3454545455",,,,,,,
DTN,38,17,"0,6909090909","0,3090909091",,,,,,,
DTN,29,26,"0,5272727273","0,4727272727",,,,,,,
DTN,34,21,"0,6181818182","0,3818181818",,,,,,,
DTN,35,20,"0,6363636364","0,3636363636",,,,,,,
DTN,40,15,"0,7272727273","0,2727272727",,,,,,,
DTN,35,20,"0,6363636364","0,3636363636",,,,,,,
DTN,31,24,"0,5636363636","0,4363636364",,,,,,,
DTN,34,21,"0,6181818182","0,3818181818",,,,,,,
DTN,32,23,"0,5818181818","0,4181818182",,,,,,,
DTN,33,22,"0,6","0,4",,,,,,,
DTN,33,22,"0,6","0,4",,,,,,,
DTN,42,13,"0,7636363636","0,2363636364",,,,,,,
DTN,29,26,"0,5272727273","0,4727272727",,,,,,,
DTN,30,25,"0,5454545455","0,4545454545",,,,,,,
DTN,30,25,"0,5454545455","0,4545454545",,,,,,,
DTN,33,22,"0,6","0,4",,,,,,,
DTN,32,23,"0,5818181818","0,4181818182",,,,,,,
DTN,32,23,"0,5818181818","0,4181818182",,,,,,,
DTN,25,30,"0,4545454545","0,5454545455",,,,,,,
DTN,36,19,"0,6545454545","0,3454545455",,,,,,,
DTN,33,22,"0,6","0,4",,,,,,,
DTN,40,15,"0,7272727273","0,2727272727",,,,,,,
DTN,37,18,"0,6727272727","0,3272727273",,,,,,,
DTN,35,20,"0,6363636364","0,3636363636",,,,,,,
DTN,19,33,"0,3653846154","0,6346153846",,,,,,,
DTN,36,16,"0,6923076923","0,3076923077",,,,,,,
DTN,32,20,"0,6153846154","0,3846153846",,,,,,,
DTN,37,15,"0,7115384615","0,2884615385",,,,,,,
DTN,27,25,"0,5192307692","0,4807692308",,,,,,,
DTN,31,21,"0,5961538462","0,4038461538",,,,,,,
DTN,34,18,"0,6538461538","0,3461538462",,,,,,,
DTN,35,17,"0,6730769231","0,3269230769",,,,,,,
DTN,36,16,"0,6923076923","0,3076923077",,,,,,,
DTN,35,17,"0,6730769231","0,3269230769",,,,,,,
DTN,35,17,"0,6730769231","0,3269230769",,,,,,,
DTN,32,20,"0,6153846154","0,3846153846",,,,,,,
DTN,34,18,"0,6538461538","0,3461538462",,,,,,,
DTN,37,15,"0,7115384615","0,2884615385",,,,,,,
DTN,31,21,"0,5961538462","0,4038461538",,,,,,,
DTN,27,25,"0,5192307692","0,4807692308",,,,,,,
DTN,35,17,"0,6730769231","0,3269230769",,,,,,,
DTN,24,28,"0,4615384615","0,5384615385",,,,,,,
DTN,38,14,"0,7307692308","0,2692307692",,,,,,,
DTN,36,16,"0,6923076923","0,3076923077",,,,,,,
DTN,27,25,"0,5192307692","0,4807692308",,,,,,,
DTN,33,19,"0,6346153846","0,3653846154",,,,,,,
DTN,33,19,"0,6346153846","0,3653846154",,,,,,,
DTN,35,17,"0,6730769231","0,3269230769",,,,,,,
DTN,33,19,"0,6346153846","0,3653846154",,,,,,,
DTN,30,22,"0,5769230769","0,4230769231",,,,,,,
DTN,32,20,"0,6153846154","0,3846153846",,,,,,,
DTN,38,14,"0,7307692308","0,2692307692",,,,,,,
DTN,32,20,"0,6153846154","0,3846153846",,,,,,,
DTN,24,28,"0,4615384615","0,5384615385",,,,,,,
DTN,32,20,"0,6153846154","0,3846153846",,,,,,,
DTN,35,17,"0,6730769231","0,3269230769",,,,,,,
DTN,24,28,"0,4615384615","0,5384615385",,,,,,,
DTN,27,25,"0,5192307692","0,4807692308",,,,,,,
DTN,27,25,"0,5192307692","0,4807692308",,,,,,,
DTN,28,24,"0,5384615385","0,4615384615",,,,,,,
DTN,36,16,"0,6923076923","0,3076923077",,,,,,,
DTN,29,23,"0,5576923077","0,4423076923",,,,,,,
DTN,29,23,"0,5576923077","0,4423076923",,,,,,,
DTN,34,18,"0,6538461538","0,3461538462",,,,,,,
DTN,23,29,"0,4423076923","0,5576923077",,,,,,,
DTN,28,24,"0,5384615385","0,4615384615",,,,,,,
DTN,33,19,"0,6346153846","0,3653846154",,,,,,,
DTN,35,17,"0,6730769231","0,3269230769",,,,,,,
DTN,29,23,"0,5576923077","0,4423076923",,,,,,,
DTN,34,18,"0,6538461538","0,3461538462",,,,,,,
DTN,36,16,"0,6923076923","0,3076923077",,,,,,,
DTN,30,22,"0,5769230769","0,4230769231",,,,,,,
DTN,36,16,"0,6923076923","0,3076923077",,,,,,,
DTN,35,17,"0,6730769231","0,3269230769",,,,,,,
DTN,31,17,"0,6458333333","0,3541666667",,,,,,,
DTN,26,22,"0,5416666667","0,4583333333",,,,,,,
DTN,34,14,"0,7083333333","0,2916666667",,,,,,,
DTN,28,20,"0,5833333333","0,4166666667",,,,,,,
DTN,28,20,"0,5833333333","0,4166666667",,,,,,,
DTN,27,21,"0,5625","0,4375",,,,,,,
DTN,29,19,"0,6041666667","0,3958333333",,,,,,,
DTN,23,25,"0,4791666667","0,5208333333",,,,,,,
DTN,29,19,"0,6041666667","0,3958333333",,,,,,,
DTN,32,16,"0,6666666667","0,3333333333",,,,,,,
DTN,27,21,"0,5625","0,4375",,,,,,,
DTN,31,17,"0,6458333333","0,3541666667",,,,,,,
DTN,32,16,"0,6666666667","0,3333333333",,,,,,,
DTN,32,16,"0,6666666667","0,3333333333",,,,,,,
DTN,31,17,"0,6458333333","0,3541666667",,,,,,,
DTN,32,16,"0,6666666667","0,3333333333",,,,,,,
DTN,32,16,"0,6666666667","0,3333333333",,,,,,,
DTN,28,20,"0,5833333333","0,4166666667",,,,,,,
DTN,32,16,"0,6666666667","0,3333333333",,,,,,,
DTN,28,20,"0,5833333333","0,4166666667",,,,,,,
DTN,34,14,"0,7083333333","0,2916666667",,,,,,,
DTN,31,17,"0,6458333333","0,3541666667",,,,,,,
DTN,29,19,"0,6041666667","0,3958333333",,,,,,,
DTN,32,16,"0,6666666667","0,3333333333",,,,,,,
DTN,27,21,"0,5625","0,4375",,,,,,,
DTN,25,23,"0,5208333333","0,4791666667",,,,,,,
DTN,34,14,"0,7083333333","0,2916666667",,,,,,,
DTN,33,15,"0,6875","0,3125",,,,,,,
DTN,28,20,"0,5833333333","0,4166666667",,,,,,,
DTN,25,23,"0,5208333333","0,4791666667",,,,,,,
DTN,23,25,"0,4791666667","0,5208333333",,,,,,,
DTN,31,17,"0,6458333333","0,3541666667",,,,,,,
DTN,26,22,"0,5416666667","0,4583333333",,,,,,,
DTN,31,17,"0,6458333333","0,3541666667",,,,,,,
DTN,28,20,"0,5833333333","0,4166666667",,,,,,,
DTN,28,20,"0,5833333333","0,4166666667",,,,,,,
DTN,32,16,"0,6666666667","0,3333333333",,,,,,,
DTN,29,19,"0,6041666667","0,3958333333",,,,,,,
DTN,31,17,"0,6458333333","0,3541666667",,,,,,,
DTN,31,17,"0,6458333333","0,3541666667",,,,,,,
DTN,28,20,"0,5833333333","0,4166666667",,,,,,,
DTN,25,23,"0,5208333333","0,4791666667",,,,,,,
DTN,27,21,"0,5625","0,4375",,,,,,,
DTN,26,22,"0,5416666667","0,4583333333",,,,,,,
DTN,29,19,"0,6041666667","0,3958333333",,,,,,,
DTN,29,19,"0,6041666667","0,3958333333",,,,,,,
DTN,35,13,"0,7291666667","0,2708333333",,,,,,,
DTN,29,15,"0,6590909091","0,3409090909",,,,,,,
DTN,29,15,"0,6590909091","0,3409090909",,,,,,,
DTN,25,19,"0,5681818182","0,4318181818",,,,,,,
DTN,27,17,"0,6136363636","0,3863636364",,,,,,,
DTN,20,24,"0,4545454545","0,5454545455",,,,,,,
DTN,32,12,"0,7272727273","0,2727272727",,,,,,,
DTN,24,20,"0,5454545455","0,4545454545",,,,,,,
DTN,20,24,"0,4545454545","0,5454545455",,,,,,,
DTN,25,19,"0,5681818182","0,4318181818",,,,,,,
DTN,25,19,"0,5681818182","0,4318181818",,,,,,,
DTN,25,19,"0,5681818182","0,4318181818",,,,,,,
DTN,28,16,"0,6363636364","0,3636363636",,,,,,,
DTN,33,11,"0,75","0,25",,,,,,,
DTN,30,14,"0,6818181818","0,3181818182",,,,,,,
DTN,29,15,"0,6590909091","0,3409090909",,,,,,,
DTN,26,18,"0,5909090909","0,4090909091",,,,,,,
DTN,28,16,"0,6363636364","0,3636363636",,,,,,,
DTN,31,13,"0,7045454545","0,2954545455",,,,,,,
DTN,24,20,"0,5454545455","0,4545454545",,,,,,,
DTN,25,19,"0,5681818182","0,4318181818",,,,,,,
DTN,20,24,"0,4545454545","0,5454545455",,,,,,,
DTN,27,17,"0,6136363636","0,3863636364",,,,,,,
DTN,31,13,"0,7045454545","0,2954545455",,,,,,,
DTN,33,11,"0,75","0,25",,,,,,,
DTN,31,13,"0,7045454545","0,2954545455",,,,,,,
DTN,27,17,"0,6136363636","0,3863636364",,,,,,,
DTN,25,19,"0,5681818182","0,4318181818",,,,,,,
DTN,24,20,"0,5454545455","0,4545454545",,,,,,,
DTN,21,23,"0,4772727273","0,5227272727",,,,,,,
DTN,24,20,"0,5454545455","0,4545454545",,,,,,,
DTN,26,18,"0,5909090909","0,4090909091",,,,,,,
DTN,27,17,"0,6136363636","0,3863636364",,,,,,,
DTN,24,20,"0,5454545455","0,4545454545",,,,,,,
DTN,28,16,"0,6363636364","0,3636363636",,,,,,,
DTN,22,22,"0,5","0,5",,,,,,,
DTN,25,19,"0,5681818182","0,4318181818",,,,,,,
DTN,31,13,"0,7045454545","0,2954545455",,,,,,,
DTN,26,18,"0,5909090909","0,4090909091",,,,,,,
DTN,29,15,"0,6590909091","0,3409090909",,,,,,,
DTN,28,16,"0,6363636364","0,3636363636",,,,,,,
DTN,27,17,"0,6136363636","0,3863636364",,,,,,,
DTN,32,12,"0,7272727273","0,2727272727",,,,,,,
DTN,25,19,"0,5681818182","0,4318181818",,,,,,,
DTN,33,11,"0,75","0,25",,,,,,,
DTN,22,22,"0,5","0,5",,,,,,,
DTN,28,16,"0,6363636364","0,3636363636",,,,,,,
DTN,27,17,"0,6136363636","0,3863636364",,,,,,,
DTN,31,13,"0,7045454545","0,2954545455",,,,,,,
DTN,24,20,"0,5454545455","0,4545454545",,,,,,,
DTN,24,20,"0,5454545455","0,4545454545",,,,,,,
DTN,25,14,"0,641025641","0,358974359",,,,,,,
DTN,26,13,"0,6666666667","0,3333333333",,,,,,,
DTN,26,13,"0,6666666667","0,3333333333",,,,,,,
DTN,26,13,"0,6666666667","0,3333333333",,,,,,,
DTN,28,11,"0,7179487179","0,2820512821",,,,,,,
DTN,24,15,"0,6153846154","0,3846153846",,,,,,,
DTN,28,11,"0,7179487179","0,2820512821",,,,,,,
DTN,25,14,"0,641025641","0,358974359",,,,,,,
DTN,15,24,"0,3846153846","0,6153846154",,,,,,,
DTN,22,17,"0,5641025641","0,4358974359",,,,,,,
DTN,26,13,"0,6666666667","0,3333333333",,,,,,,
DTN,27,12,"0,6923076923","0,3076923077",,,,,,,
DTN,25,14,"0,641025641","0,358974359",,,,,,,
DTN,24,15,"0,6153846154","0,3846153846",,,,,,,
DTN,26,13,"0,6666666667","0,3333333333",,,,,,,
DTN,25,14,"0,641025641","0,358974359",,,,,,,
DTN,23,16,"0,5897435897","0,4102564103",,,,,,,
DTN,23,16,"0,5897435897","0,4102564103",,,,,,,
DTN,25,14,"0,641025641","0,358974359",,,,,,,
DTN,24,15,"0,6153846154","0,3846153846",,,,,,,
DTN,25,14,"0,641025641","0,358974359",,,,,,,
DTN,24,15,"0,6153846154","0,3846153846",,,,,,,
DTN,25,14,"0,641025641","0,358974359",,,,,,,
DTN,29,10,"0,7435897436","0,2564102564",,,,,,,
DTN,21,18,"0,5384615385","0,4615384615",,,,,,,
DTN,25,14,"0,641025641","0,358974359",,,,,,,
DTN,27,12,"0,6923076923","0,3076923077",,,,,,,
DTN,28,11,"0,7179487179","0,2820512821",,,,,,,
DTN,19,20,"0,4871794872","0,5128205128",,,,,,,
DTN,29,10,"0,7435897436","0,2564102564",,,,,,,
DTN,28,11,"0,7179487179","0,2820512821",,,,,,,
DTN,24,15,"0,6153846154","0,3846153846",,,,,,,
DTN,20,19,"0,5128205128","0,4871794872",,,,,,,
DTN,24,15,"0,6153846154","0,3846153846",,,,,,,
DTN,24,15,"0,6153846154","0,3846153846",,,,,,,
DTN,27,12,"0,6923076923","0,3076923077",,,,,,,
DTN,27,12,"0,6923076923","0,3076923077",,,,,,,
DTN,21,18,"0,5384615385","0,4615384615",,,,,,,
DTN,24,15,"0,6153846154","0,3846153846",,,,,,,
DTN,22,17,"0,5641025641","0,4358974359",,,,,,,
DTN,24,15,"0,6153846154","0,3846153846",,,,,,,
DTN,26,13,"0,6666666667","0,3333333333",,,,,,,
DTN,23,16,"0,5897435897","0,4102564103",,,,,,,
DTN,23,16,"0,5897435897","0,4102564103",,,,,,,
DTN,29,10,"0,7435897436","0,2564102564",,,,,,,
DTN,28,11,"0,7179487179","0,2820512821",,,,,,,
DTN,23,16,"0,5897435897","0,4102564103",,,,,,,
DTN,25,14,"0,641025641","0,358974359",,,,,,,
DTN,29,10,"0,7435897436","0,2564102564",,,,,,,
DTN,27,12,"0,6923076923","0,3076923077",,,,,,,
SGD,30,33,"0,4761904762","0,5238095238",,,,,,,
SGD,25,38,"0,3968253968","0,6031746032",,,,,,,
SGD,16,47,"0,253968254","0,746031746",,,,,,,
SGD,25,38,"0,3968253968","0,6031746032",,,,,,,
SGD,22,41,"0,3492063492","0,6507936508",,,,,,,
SGD,20,43,"0,3174603175","0,6825396825",,,,,,,
SGD,25,38,"0,3968253968","0,6031746032",,,,,,,
SGD,19,44,"0,3015873016","0,6984126984",,,,,,,
SGD,16,47,"0,253968254","0,746031746",,,,,,,
SGD,19,44,"0,3015873016","0,6984126984",,,,,,,
SGD,23,40,"0,3650793651","0,6349206349",,,,,,,
SGD,21,42,"0,3333333333","0,6666666667",,,,,,,
SGD,17,46,"0,2698412698","0,7301587302",,,,,,,
SGD,18,45,"0,2857142857","0,7142857143",,,,,,,
SGD,18,45,"0,2857142857","0,7142857143",,,,,,,
SGD,12,51,"0,1904761905","0,8095238095",,,,,,,
SGD,14,49,"0,2222222222","0,7777777778",,,,,,,
SGD,16,47,"0,253968254","0,746031746",,,,,,,
SGD,11,52,"0,1746031746","0,8253968254",,,,,,,
SGD,20,43,"0,3174603175","0,6825396825",,,,,,,
SGD,19,44,"0,3015873016","0,6984126984",,,,,,,
SGD,18,45,"0,2857142857","0,7142857143",,,,,,,
SGD,23,40,"0,3650793651","0,6349206349",,,,,,,
SGD,18,45,"0,2857142857","0,7142857143",,,,,,,
SGD,15,48,"0,2380952381","0,7619047619",,,,,,,
SGD,20,43,"0,3174603175","0,6825396825",,,,,,,
SGD,21,42,"0,3333333333","0,6666666667",,,,,,,
SGD,16,47,"0,253968254","0,746031746",,,,,,,
SGD,21,42,"0,3333333333","0,6666666667",,,,,,,
SGD,9,54,"0,1428571429","0,8571428571",,,,,,,
SGD,20,43,"0,3174603175","0,6825396825",,,,,,,
SGD,18,45,"0,2857142857","0,7142857143",,,,,,,
SGD,17,46,"0,2698412698","0,7301587302",,,,,,,
SGD,19,44,"0,3015873016","0,6984126984",,,,,,,
SGD,28,35,"0,4444444444","0,5555555556",,,,,,,
SGD,23,40,"0,3650793651","0,6349206349",,,,,,,
SGD,16,47,"0,253968254","0,746031746",,,,,,,
SGD,21,42,"0,3333333333","0,6666666667",,,,,,,
SGD,18,45,"0,2857142857","0,7142857143",,,,,,,
SGD,12,51,"0,1904761905","0,8095238095",,,,,,,
SGD,20,43,"0,3174603175","0,6825396825",,,,,,,
SGD,12,51,"0,1904761905","0,8095238095",,,,,,,
SGD,27,36,"0,4285714286","0,5714285714",,,,,,,
SGD,19,44,"0,3015873016","0,6984126984",,,,,,,
SGD,23,40,"0,3650793651","0,6349206349",,,,,,,
SGD,14,49,"0,2222222222","0,7777777778",,,,,,,
SGD,15,48,"0,2380952381","0,7619047619",,,,,,,
SGD,19,44,"0,3015873016","0,6984126984",,,,,,,
SGD,26,37,"0,4126984127","0,5873015873",,,,,,,
SGD,21,42,"0,3333333333","0,6666666667",,,,,,,
SGD,24,39,"0,380952381","0,619047619",,,,,,,
SGD,20,43,"0,3174603175","0,6825396825",,,,,,,
SGD,15,48,"0,2380952381","0,7619047619",,,,,,,
SGD,17,46,"0,2698412698","0,7301587302",,,,,,,
SGD,20,43,"0,3174603175","0,6825396825",,,,,,,
SGD,22,41,"0,3492063492","0,6507936508",,,,,,,
SGD,32,31,"0,5079365079","0,4920634921",,,,,,,
SGD,13,50,"0,2063492063","0,7936507937",,,,,,,
SGD,14,49,"0,2222222222","0,7777777778",,,,,,,
SGD,16,47,"0,253968254","0,746031746",,,,,,,
SGD,25,38,"0,3968253968","0,6031746032",,,,,,,
SGD,20,43,"0,3174603175","0,6825396825",,,,,,,
SGD,14,49,"0,2222222222","0,7777777778",,,,,,,
SGD,17,46,"0,2698412698","0,7301587302",,,,,,,
SGD,26,37,"0,4126984127","0,5873015873",,,,,,,
SGD,17,46,"0,2698412698","0,7301587302",,,,,,,
SGD,24,39,"0,380952381","0,619047619",,,,,,,
SGD,19,44,"0,3015873016","0,6984126984",,,,,,,
SGD,21,42,"0,3333333333","0,6666666667",,,,,,,
SGD,19,44,"0,3015873016","0,6984126984",,,,,,,
SGD,19,44,"0,3015873016","0,6984126984",,,,,,,
SGD,21,42,"0,3333333333","0,6666666667",,,,,,,
SGD,18,45,"0,2857142857","0,7142857143",,,,,,,
SGD,16,47,"0,253968254","0,746031746",,,,,,,
SGD,20,43,"0,3174603175","0,6825396825",,,,,,,
SGD,25,38,"0,3968253968","0,6031746032",,,,,,,
SGD,20,43,"0,3174603175","0,6825396825",,,,,,,
SGD,17,46,"0,2698412698","0,7301587302",,,,,,,
SGD,29,34,"0,4603174603","0,5396825397",,,,,,,
SGD,23,40,"0,3650793651","0,6349206349",,,,,,,
SGD,23,40,"0,3650793651","0,6349206349",,,,,,,
SGD,25,38,"0,3968253968","0,6031746032",,,,,,,
SGD,19,44,"0,3015873016","0,6984126984",,,,,,,
SGD,17,46,"0,2698412698","0,7301587302",,,,,,,
SGD,18,45,"0,2857142857","0,7142857143",,,,,,,
SGD,13,50,"0,2063492063","0,7936507937",,,,,,,
SGD,19,44,"0,3015873016","0,6984126984",,,,,,,
SGD,13,50,"0,2063492063","0,7936507937",,,,,,,
SGD,15,48,"0,2380952381","0,7619047619",,,,,,,
SGD,25,38,"0,3968253968","0,6031746032",,,,,,,
SGD,26,37,"0,4126984127","0,5873015873",,,,,,,
